ID,ชื่อเรียกมติแบบง่ายๆ,เรียงตาม ID ไว้ลิงก์กับชีท [T] PeopleVote,ใส่ 0 เพื่อซ่อน,ชื่อวาระการลงมติ,ประเภทการประชุม,วันที่โหวต (ใส่ให้ถูก Format),ผ่าน/ไม่ผ่าน,คำอธิบายการประชุมลงมติ,ชื่อเอกสาร 1,ลิงค์ไปที่เอกสาร 1,ชื่อเอกสาร 2,ลิงค์ไปที่เอกสาร 2,meeting_id,Reference
194,ร่าง พ.ร.บ.เครื่องสำอาง (วาระ 3),votelog.__194,0,ร่างพระราชบัญญัติเครื่องสำอาง,ประชุมสภาผู้แทนราษฎร,2565-06-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220622143451A42.pdf,,,4396,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4396
195,ร่าง พ.ร.บ. ฟอกเงิน (วาระ 3),votelog.__195,0,ร่างพระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน,ประชุมสภาผู้แทนราษฎร,2565-06-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220622161217A5.pdf,,,4396,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4396
196,ร่างพระราชบัญญัติคุ้มครองพยานในคดีอาญา (วาระ 3),votelog.__196,0,ร่างพระราชบัญญัติคุ้มครองพยานในคดีอาญา,ประชุมสภาผู้แทนราษฎร,2565-06-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220622173018A72.pdf,,,4396,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4396
197,ร่าง พ.ร.บ. คุ้มครองแรงงาน (วาระ 3),votelog.__197,0,ร่างพระราชบัญญัติคุ้มครองแรงงาน,ประชุมสภาผู้แทนราษฎร,2565-06-29,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220629182801A39.pdf,,,4399,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4399
198,ร่าง พ.ร.บ. พืชกระท่อม (วาระ 3),votelog.__198,0,ร่างพระราชบัญญัติพืชกระท่อม,ประชุมสภาผู้แทนราษฎร,2565-06-29,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220629175807A2.pdf,,,4399,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4399
199,ร่าง พ.ร.บ. สถาปนิก (วาระ 3),votelog.__199,0,ร่างพระราชบัญญัติสถาปนิก,ประชุมสภาผู้แทนราษฎร,2565-06-29,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220629174554A9.pdf,,,4399,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4399
200,ร่าง พ.ร.บ. เลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น (วาระ 1),votelog.__200,0,ร่างพระราชบัญญัติการเลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น,ประชุมสภาผู้แทนราษฎร,2565-06-29,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220629182801A46.pdf,,,4399,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4399
201,ร่าง พ.ร.บ.ตำรวจแห่งชาติ (วาระ 3),votelog.__201,0,ร่างพระราชบัญญัติตำรวจแห่งชาติ,ประชุมร่วมกันของรัฐสภา,2565-07-05,ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220705145613A10.pdf,,,4402,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4402
202,แก้ไข ร่าง พ.ร.บ.ประกอบรัฐธรรมนูญว่าด้วยการเลือกตั้ง ส.ส. เรื่องการคำนวณบัญชีรายชื่อ,votelog.__202,0,แก้ไขร่างพระราชบัญญัติประกอบรัฐธรรมนูญว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทนราษฎร,ประชุมร่วมกันของรัฐสภา,2565-07-06,ผ่าน,การแก้ไข ร่าง พ.ร.บ.ประกอบรัฐธรรมนูญว่าด้วยการเลือกตั้ง ส.ส. เรื่องการคำนวณบัญชีรายชื่อ ที่มีข้อถกเถียงกันว่าจะต้องใช้หลักในการคำนวณเพื่อให้ได้ ส.ส.มาด้วยร่างของ นพ.ระวี มาศฉมาดล ส.ส.พรรคพลังธรรมใหม่ ที่เสนอให้หาร 500 หรือร่างของปกรณ์วุฒิ อุดมพัฒน์สกุล ส.ส.พรรคก้าวไกล ที่เสนอให้หาร 100 ด้วยวิธีการคำนวณตามที่เสนอ ท้ายที่สุดที่ประชุมร่วมกันของรัฐสภามีมติเห็นด้วยกรรมาธิการเสียงข้างน้อยคือนพ.ระวี มาศฉมาดล คือการหารด้วย 500,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220707131107A57.pdf,,,4403,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4403
203,ร่าง พ.ร.บ.ขนส่งทางราง (วาระ 1),votelog.__203,1,ร่างพระราชบัญญัติการขนส่งทางราง,ประชุมสภาผู้แทนราษฎร,2565-07-07,ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220707174604A11.pdf,,,4404,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4404
204,ร่าง พ.ร.บ.แก้ไขเพิ่มเติมพ.ร.ก.รักษาเสถียรภาพของระบบการเงินและความมั่นคงทางเศรษฐกิจของประเทศ (วาระ 1),votelog.__204,1,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการรักษาเสถียรภาพของระบบการเงินและความมั่นคงทางเศรษฐกิจของประเทศ พ.ศ. 2563,ประชุมสภาผู้แทนราษฎร,2565-07-07,ไม่ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220707133040A5.pdf,,,4404,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4404
205,ร่าง พ.ร.บ.แก้ไขเพิ่มเติมพ.ร.ก.ให้อำนาจกระทรวงการคลังกู้เงินช่วยโควิด-19 (วาระ 1),votelog.__205,1,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหา เยียวยา และฟื้นฟูเศรษฐกิจและสังคม ที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 พ.ศ. 2563,ประชุมสภาผู้แทนราษฎร,2565-07-07,ไม่ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220707133040A8.pdf,,,4404,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4404
206,ร่าง พ.ร.บ.แก้ไขเพิ่มเติมพ.ร.ก.ให้ความช่วยเหลือทางการเงินแก่ผู้ประกอบวิสาหกิจ (วาระ 1),votelog.__206,1,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการให้ความช่วยเหลือทางการเงินแก่ผู้ประกอบวิสาหกิจที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 พ.ศ. 2563,ประชุมสภาผู้แทนราษฎร,2565-07-07,ไม่ผ่าน,ร่าง พ.ร.บ. ที่เสนอโดยส.ส.พรรคฝ่ายค้าน เนื่องจากผู้ประกอบวิสาหกิจที่ได้รับผลกระทบจากการระบาดของโรคโควิด-19 ยื่นคำขอ และการให้กู้ยืมเงินตาม พ.ร.ก. ฉบับดังกล่าวไม่เหมาะสมกับสถานการณ์ปัจจุบัน จึงเห็นว่าธนาคารแห่งประเทศไทย (ธปท.)​ ควรกำหนดหลักเกณฑ์และเงื่อนไขขยายระยะเวลาให้ความช่วยเหลือทางการเงินแก่ผู้ประกอบวิสาหกิจที่ได้รับผลกระทบให้เหมาะสมยิ่งขึ้น,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220707133040A2.pdf,,,4404,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4404
207,ร่าง พ.ร.บ.ธรรมนูญศาลทหาร (วาระ 1),votelog.__207,1,ร่างพระราชบัญญัติธรรมนูญศาลทหาร,ประชุมสภาผู้แทนราษฎร,2565-07-07,ไม่ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220707174604A14.pdf,,,4404,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4404
208,ลงมติไม่ไว้วางใจ พลเอก ประยุทธ์ จันทร์โอชา (ก.ค. 65),votelog.__208,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี และรมว.กลาโหม ถูกกล่าวหาเรื่องแรก คือ ความผิดพลาดในการบริหารราชการแผ่นดินโดยเฉพาะเรื่องเศรษฐกิจทั้งระดับมหภาคและจุลภาค ที่ตกต่ำมาตลอดระยะเวลา 8 ปี โดยก่อนเกิดสถานการณ์โควิดจีดีพีประเทศที่ตกอยู่แล้วเมื่อเกิดสถานการณ์โควิดยิ่งลงเหว ขณะที่สถานการณ์หลังโควิดก็ยังไม่สามารถฟื้นเศรษฐกิจประเทศได้ เพราะไม่ได้แก้ปัญหาพื้นฐาน หลายประเทศฟื้นขณะที่ไทยอยู่ในกลุ่มประเทศฟื้นตัวช้ากว่าประเทศอื่น รัฐบาลหาเงินไม่เป็น ใช้ไม่เป็น นอกจากบริหารเศรษฐกิจล้มเหลวโดยเฉพาะเรื่องของขีดความสามารถทางการแข่งขันของประเทศแล้ว ยังล้มเหลวการแก้ปัญหาทางสังคม การศึกษา และล้มเหลวเรื่องการแก้ปัญหายาเสพติด มีพฤติการณ์ส่อทุจริต เอื้อพวกพ้อง เอื้อนายทุน ไม่ตรงไปตรงมา โดยเฉพาะการแต่งตั้งลูกนายเสกสกล อัตถาวงศ์ เป็นราชการตำรวจ ใช้งบประมาณไม่คุ้มค่า ทั้งยังละเมิดกฎหมายจริธรรม โดยเฉพาะการละเมิดอนุสัญญาเดี่ยวยาเสพติดให้โทษฯ ของยูเอ็น กรณีร่วมกับนายอนุทิน รองนายกฯ ปลดล็อกกัญชา รวมถึงการละเว้นปฏิบัติหน้าที่กรณีจ่ายค่าชดเชยคลองด่าน เช่นเดียวกับการใช้อำนาจมาตรา 44 ปิดเหมืองทองอัครา ทั้งยังล้มเหลวเรื่องการบริหารงานการต่างประเทศกรณีเครื่องบินเพื่อนบ้านบินล้ำน่านฟ้าไทย เป็นผู้นำที่ทำลายระบบประชาธิปไตย,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A2.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
209,อภิปรายไม่ไว้วางใจ นายจุรินทร์ ลักษณวิศิษฏ์ (ก.ค. 65),votelog.__209,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายจุรินทร์ ลักษณวิศิษฏ์ รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงพาณิชย์ (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายจุรินทร์ ลักษณวิศิษฎ์ รองนายกรัฐมนตรี และรมว.พาณิชย์ ถูกกล่าวหา กรณีการจัดซื้อถุงมือยางของ อคส.ที่มีความเสียหายนับแสนล้านบาท ซึ่งได้ส่งเรื่องให้ ป.ป.ช.ชี้มูลความผิดแล้ว โดยตั้งข้อสังเกตว่า นายจุรินทร์ ไม่ดำเนินการอายัดเงินจากผู้กระทำความผิดทำให้รัฐเกิดความเสียหาย,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A5.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
210,อภิปรายไม่ไว้วางใจ นายอนุทิน ชาญวีรกูล (ก.ค. 65),votelog.__210,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายอนุทิน ชาญวีรกูล รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงสาธารณสุข (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายอนุทิน ชาญวีรกูล รองนายกรัฐมนตรี และ รมว.สาธารณสุข ถูกกล่าวหาว่า ร่วมกับ นายกฯ ผลิตนโยบายเสรีกัญชา เปรียบเหมือนกลัดกระดุมผิดตั้งแต่เม็ดแรก นำมาซึ่งการไปละเมิดอนุสัญญาเดี่ยวยาเสพติดให้โทษ 1961 ของยูเอ็น ทั้งยังเกิดช่องว่างทางกฎหมายเนื่องจาก พ.ร.บ.กัญชง กัญชาฯ ยังอยู่ระหว่างการพิจารณายังไม่ออกมาควบคุมการใช้อย่างชัดเจน ทั้งยังไม่สร้างความรู้ความเข้าใจให้กับประชาชน ส่งผลกระทบกับเยาวชนและสังคม เลยไปถึงผู้ประกอบการที่ลงทุนเกี่ยวกับกัญชาในลักษณะต่าง ๆ อย่างไรก็ดี ยืนยันว่าสนับสนุนให้ใช้กัญชาทางการแพทย์,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A8.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
211,อภิปรายไม่ไว้วางใจ พลเอก ประวิตร วงษ์สุวรรณ (ก.ค. 65),votelog.__211,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล พลเอก ประวิตร วงษ์สุวรรณ รองนายกรัฐมนตรี (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดยพล.อ.ประวิตร วงษ์สุวรรณ รองนายกรัฐมนตรี ถูกกล่าวหาว่า ไร้ประสิทธิภาพ ขาดความสามารถไม่สามารถแก้ปัญหายาเสพติดได้โดยสถิติการแพทยระบาดของยาเสพติดเพิ่มสูงขึ้น มีการซื้อขายกันง่ายมากขึ้น เยาวชนเข้าถึงยาเสพติดด้วยราคาที่ถูก หาง่าย,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A11.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
212,อภิปรายไม่ไว้วางใจ พลเอก อนุพงษ์ เผ่าจินดา (ก.ค. 65),votelog.__212,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล พลเอก อนุพงษ์ เผ่าจินดา รัฐมนตรีว่าการกระทรวงมหาดไทย (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย พล.อ. อนุพงษ์ เผ่าจินดา รมว.มหาดไทย ถูกกล่าวหาในฐานะกำกับดูแลการประปาส่วนภูมิภาคว่า มีเจตนาไม่สุจริต ปล่อยปละละเลยเอื้อเอกชน โครงการร่วมลงทุนน้ำประปาปทุมธานี-รังสิต ทำรัฐเสี่ยงเสียหายหลายหมื่นล้าน,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A14.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
213,อภิปรายไม่ไว้วางใจ นายศักดิ์สยาม ชิดชอบ (ก.ค. 65),votelog.__213,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายศักดิ์สยาม ชิดชอบ รัฐมนตรีว่าการกระทรวงคมนาคม (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายศักดิ์สยาม ชิดชอบ รมว.คมนาคม กล่าวหาว่า ทุจริต ปิดบังอำพรางมีผลประโยชน์ทับซ้อน กรณีที่ดินเขากระโดง และกรณีบริษัท บุรีเจริญ ที่เชื่อว่า ไม่มีการโอน และการขายหุ้นจริงเป็นนอมินีที่เข้ามารับงานของกระทรวงคมนาคมหลายโครงการซึ่งจากเอกสารที่นำมายืนยันนั้นเห็นว่า เป็นเอกสารที่มีพิรุธ เพราะไม่มีหัวกระดาษของธนาคาร และลายเซ็นต์เหมือนการตัดแปะทั้งยังเห็นว่า ไม่มีการซื้อขายหุ้นจริง เป็นเอกสารที่ไม่น่าเชื่อถือ มีประโยชน์ทับซ้อน,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A17.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
214,อภิปรายไม่ไว้วางใจ นายชัยวุฒิ ธนาคมานุสรณ์ (ก.ค. 65),votelog.__214,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายชัยวุฒิ ธนาคมานุสรณ์ รัฐมนตรีว่าการกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายชัยวุฒิ ธนาคมานุสรณ์ รมว.ดิจิทัลเพื่อเศรษฐกิจและสังคม ถูกกล่าวหาว่า ไร้ประสิทธิภาพ ไร้จริยธรรม โดยเฉพาะเรื่องอาชญากรรมคอมพิวเตอร์ที่เกิดขึ้นในปัจจุบันส่งผลกระทบต่อประชาชน ซึ่งจนถึงวันนี้ในฐานะผู้กำกับดูแลกระทรวงซึ่งมีหน้าที่โดยตรง ยังไม่สามารถแก้ปัญหาเรื่องนีได้ ในขณะที่กลับไปเสียเวลาสอดส่องฝ่ายตรงข้ามมากกว่า นอกจากนี้ยังมีพฤติการณ์ตั้งเพื่อนสนิทเป็นที่ปรึกษาและคนๆเดียวกันนี้ได้ไปรับงานโครงการต่าง ๆ รวมถึงการขาดจริยธรรม,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A20.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
215,อภิปรายไม่ไว้วางใจ นายจุติ ไกรฤกษ์ (ก.ค. 65),votelog.__215,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายจุติ ไกรฤกษ์ รัฐมนตรีว่าการกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์ (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายจุติ ไกรฤกษ์ รมว.พัฒนาสังคมและความมั่นคงของมนุษย์ ถูกกล่าวหาว่า ไม่สุจริตโครงการบ้านเคหะฯ สองโครงการ ที่พบว่า บริษัทที่เข้ารับงานถมดินของโครงการไม่มีคุณสมบัติที่เหมาะสมในการรับงาน ขณะเดียวกันพบว่า มีการซอยสัญญาหลายสัญญาด้วยกัน,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A23.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
216,อภิปรายไม่ไว้วางใจ นายสันติ พร้อมพัฒน์ (ก.ค. 65),votelog.__216,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายสันติ พร้อมพัฒน์ รัฐมนตรีช่วยว่าการกระทรวงการคลัง (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายสันติ พร้อมพัฒน์ รมช.คลัง ถูกกล่าวหาว่า ทุจริตกรณีท่อส่งน้ำอีอีซี ที่กรมธนารักษ์เข้าไปเกี่ยวข้อง จากเดิมที่เป็นงานของ อีสวอร์เตอร์ ที่หมดสัญญาไป ต้องหาผู้รับทำงานต่อ พบว่า บริษัทใหม่ที่เข้ามารับช่วงต่อนั้นบอร์ดได้ให้มีการวิจัยและศึกษาเรื่องของสัญญาดังกล่าว โดยได้เสนอแนะให้รวมสัญญา และจัดซื้อจัดจ้างด้วยวิธีพิเศษ พร้อมทั้งมีการแก้ทีโออาร์เพื่อให้ บริษัท วงษ์สยามฯ เข้าเงื่อนไขและชนะการประมูล,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A26.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
217,อภิปรายไม่ไว้วางใจ นายนิพนธ์ บุญญามณี (ก.ค. 65),votelog.__217,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายนิพนธ์ บุญญามณี รัฐมนตรีช่วยว่าการกระทรวงมหาดไทย (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายนิพนธ์ บุญญามณี รมช.มหาดไทย ถูกกล่าวหาว่า มีส่วนเกี่ยวข้องรูเห็นโครงการเดินสำรวจที่เกาะนุ้ยนอก และอีกสองสามเกาะที่จ.สุราษฎร์ธานี ซึ่งไม่อยู่ในเกณฑ์ที่จะออกเอกสารสิทธิได้ และคนที่ได้ก็มีส่วนเกี่ยวข้องกับนายนิพนธ์ เป็นการออกเอกสารสิทธิให้กับพวกพ้อง,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A29.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
218,อภิปรายไม่ไว้วางใจ นายสุชาติ ชมกลิ่น (ก.ค. 65),votelog.__218,0,การลงมติญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล นายสุชาติ ชมกลิ่น รัฐมนตรีว่าการกระทรวงแรงงาน (ก.ค. 65),ประชุมสภาผู้แทนราษฎร,2565-07-23,ไม่ผ่าน,พิจารณาญัตติขอเปิดอภิปรายไม่ไว้วางใจรัฐมนตรีเป็นรายบุคคล ซึ่งนายชลน่าน ศรีแก้ว กับส.ส. พรรคฝ่ายค้าน 186 คน เป็นผู้เสนอ โดย นายสุชาติ ชมกลิ่น รมว.แรงงาน กล่าวหาว่า ใช้กองทุนประกันสังคมเพื่อซื้อหุ้นเอกชนรายหนึ่ง แล้วบริษัทเอกชนดังกล่าวได้นำเงินดังกล่าวนำไปปั่นหุ้นและวนกลับมาซื้อหุ้นของนายสุชาติ รวมถึงเรื่องของแรงงานต่างชาติ,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220725135559A32.pdf,,,4407,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4407
